ROW,MOV_ID,TITLE,Budget,Reception,Recency,Length,Genre,Tempo,Fanfare
2135,3380,The Science of Sleep,-0.6773,0.682,0.6774,-0.9042,0.4984,-0.3233,-0.3768
2136,3382,Radio Flyer,-0.4702,0.5368,-1.6623,-0.1936,-0.3878,0.401,-1.5006
2137,3384,Lets Go to Prison,-0.5291,-2.3823,-0.2102,0.8053,-0.5068,0.2515,-0.4691
2138,3388,Love in the Time of Cholera,-0.47,0.0144,0.3231,-0.7314,-1.4645,0.4377,-1.1804
2139,3390,Thirteen,-0.8678,0.3733,1.2777,0.7422,-1.3072,-0.4853,0.3502
2140,3391,The Lookout,-0.6797,0.3101,0.8877,0.601,-0.0766,-0.5906,2.4866
2141,3392,Deception,-0.251,-2.207,0.1256,-1.1777,1.3,0.2603,-0.0623
2142,3394,Touching the Void,-0.9294,1.4957,1.2186,-0.4044,0.1906,0.179,-0.6752
2143,3397,Away from Her,-0.9,1.4703,1.5454,-0.3187,0.5619,0.7667,0.5222
2144,3398,Welcome to the Dollhouse,-0.5598,0.802,-0.344,0.8546,-1.0145,0.1017,1.4527
2145,3401,Mumford,-0.3063,0.3027,0.02,-1.3766,-0.581,-0.0036,-0.2358
2146,3402,Swingers,-0.6881,0.4682,-0.4651,0.9252,-1.0533,-0.1825,1.1108
2147,3405,Miss March,-0.4937,-3.7132,-0.2365,0.602,-0.7588,0.4058,-1.0552
2148,3406,Talk to Me,-0.9003,0.8297,1.2725,-0.2496,-0.1397,1.5149,0.1823
2149,3407,Kickin It Old Skool,-0.476,-2.6566,-0.1822,-0.6671,0.4298,1.4065,-1.3899
2150,3408,Bound by Honor,-0.6103,0.2712,-1.4664,0.3193,0.6101,-0.5155,-0.5551
2151,3410,Flawless,-0.3488,0.0001,-0.3671,-1.6656,-1.0826,-0.8257,-1.6667
2152,3411,Mindhunters,-0.1743,-1.0057,-0.3426,-1.9274,0.3716,-1.5847,-0.9609
2153,3413,Anonymous,-0.184,-0.1526,1.0294,-0.7881,-1.5886,1.2228,-0.6772
2154,3414,Persepolis,-0.9826,1.7148,1.5959,1.4666,0.3897,-0.7458,1.895
2155,3415,Bright Star,-1.0391,1.0624,1.4017,-0.3275,-0.4524,0.9833,-0.3599
2156,3416,Flash of Genius,-0.6425,-0.0406,0.7926,-0.4687,0.2073,1.2709,0.3947
2157,3417,The Company Men,-0.8727,0.6387,1.4934,-0.6996,0.2639,1.1244,0.5513
2158,3418,Spartan,-0.3825,0.4169,0.3372,-1.6022,1.0297,-1.1471,0.855
2159,3419,2 Days in Paris,-0.9627,0.3083,1.2859,1.276,-0.5133,0.0087,0.6514
2160,3420,The Way,-0.6779,0.0148,1.1046,-0.547,2.0682,-0.6775,0.465
2161,3421,Beyond Borders,-0.1447,-0.6202,0.1662,-1.3578,-0.7993,-0.1932,-0.6408
2162,3422,The Adventures of Pluto Nash,-0.0144,-3.2234,-0.5626,0.5126,0.4922,-1.1162,-0.4413
2163,3425,Black Book,-0.6518,0.1491,0.871,-0.3177,-0.1614,-0.145,-0.7916
2164,3426,The Company of Wolves,-0.8362,0.5593,-2.014,1.0928,-1.2091,-0.5003,0.264
2165,3428,A Life Less Ordinary,-0.3997,0.0373,-0.3654,-1.1344,-0.2344,0.1381,-0.714
2166,3435,Hear My Song,-0.7726,0.2468,-1.3591,0.1413,0.2763,1.5168,-1.0216
2167,3436,Inside Job,-1.2025,1.7398,1.8568,0.1503,0.6504,0.6573,0.3781
2168,3438,Enigma,-0.582,0.39,0.4521,-0.742,0.8344,-0.8491,-0.5677
2169,3440,Catch a Fire,-0.4004,0.5552,0.4207,-1.1446,-0.5651,0.356,-0.3626
2170,3443,"Jeff, Who Lives at Home",-0.7283,0.0257,1.3248,0.347,-0.6524,-0.6369,1.0327
2171,3444,Four Rooms,-0.6476,0.5844,-1.2735,1.198,-0.8519,-0.9231,0.1591
2172,3445,"Kiss Kiss, Bang Bang",-0.8093,0.7874,1.2483,-0.6608,2.0288,-0.3594,1.0242
2173,3446,Before Night Falls,-0.9605,1.3454,0.7417,0.0236,0.3245,0.383,-0.012
2174,3447,Greenberg,-0.8596,1.0891,1.5352,-0.7091,0.0343,0.4631,-0.1598
2175,3451,Detroit Rock City,-0.5096,-1.6181,-0.28,0.7276,-0.7586,-0.0216,0.1516
2176,3453,The Fog of War,-1.04,1.4504,1.412,1.0856,-0.7818,-0.8727,0.5862
2177,3456,Sweet and Lowdown,-0.8444,1.2895,-0.106,-0.3422,-2.8424,-3.238,-2.0534
2178,3457,To Gillian on Her 37th Birthday,-0.8409,-0.052,-0.5972,1.7841,-0.1457,0.6808,0.7955
2179,3458,Dancer in the Dark,-0.8516,0.5306,0.9239,-0.3312,0.2339,-0.5098,-0.8751
2180,3470,Tie Me Up! Tie Me Down!,-0.7461,1.0388,-1.3211,-0.7153,0.1617,-0.0378,-0.7271
2181,3487,"Welcome Home, Roxy Carmichael",-0.891,0.081,-0.9703,1.913,-0.279,0.8911,0.7625
2182,3488,BAT-21,-0.8754,0.4154,-1.1575,0.481,1.2248,1.7374,-0.1118
2183,3490,The Winslow Boy,-0.9667,1.4485,0.7083,-0.1865,-0.1777,0.6291,-1.2659
2184,3496,The Assassination of Jesse James by the Coward Robert Ford,-0.9599,0.4724,1.4149,0.2053,0.1228,0.4424,-0.091
2185,3497,Shame,-0.8068,0.8507,1.8047,0.6108,-0.9638,-0.3692,1.7333
2186,3501,Me and You and Everyone We Know,-1.029,0.8746,1.8264,1.1339,-0.5185,-0.4327,0.5632
2187,3503,The Door in the Floor,-0.8061,0.4625,0.8531,-0.4802,0.0583,1.2128,0.1382
2188,3505,Melinda and Melinda,-0.612,1.0483,0.2324,-2.2256,-0.6693,-3.4133,-2.7535
2189,3509,Breaking the Waves,-0.432,0.6772,-0.3325,-0.4143,-0.192,0.2804,0.8465
2190,3510,Better Luck Tomorrow,-0.6598,-0.0471,0.4626,0.5505,-0.6754,-1.1222,0.8654
2191,3511,Bound,-0.1634,0.4739,-0.7024,-0.2667,1.612,-0.2354,0.2891
2192,3513,Jekyll and Hyde Together Again,-0.9289,0.2306,-1.5291,1.9018,0.1568,0.7896,0.8453
2193,3515,Jimmy Hollywood,-0.4837,0.4988,-1.7036,-0.5559,0.752,-1.1619,-0.9168
2194,3518,Vera Drake,-1.1629,1.9732,2.0321,0.1651,0.0616,-0.1329,-1.2753
2195,3521,William Shakespeares The Merchant of Venice,-1.1499,0.053,0.1486,0.8386,0.2588,1.2317,-1.5495
2196,3524,Liberty Heights,-0.749,1.2301,0.3298,-0.5246,-0.822,-0.8113,-1.8653
2197,3525,Then She Found Me,-0.9855,-0.1266,1.2401,-0.045,0.7864,1.0741,-1.2478
2198,3526,Born to Be Wild,-0.6387,-0.1905,-0.5107,1.0728,0.4304,-0.5887,1.7582
2199,3530,The Portrait of a Lady,-0.8273,0.6056,-0.2861,0.0799,-0.605,1.3048,-0.2832
2200,3532,High Tension,-0.4519,-1.3734,0.4458,0.215,-1.0183,-0.1619,0.4453
2201,3534,Sunshine,-0.412,0.5002,0.3346,-1.2101,2.2194,-2.2253,0.4964
2202,3535,Pinocchio,-0.4507,-2.0251,-0.4449,-0.758,1.1311,0.0495,-1.3494
2203,3536,Lost Highway,-0.5263,0.3113,-0.5906,-0.7053,1.2713,-0.9556,0.6477
2204,3538,Laurel Canyon,-0.8773,0.765,1.3206,-0.5803,0.4312,0.5578,-0.4423
2205,3540,Cache,-1.032,0.4015,0.0782,0.3947,0.8514,0.6845,-1.0684
2206,3541,Requiem for a Dream,-0.8904,1.1558,1.0884,-0.2772,0.5043,0.3133,-0.8295
2207,3542,Stay,-0.355,-0.6399,0.3586,0.2158,-1.2523,-1.0311,0.6001
2208,3544,8 Heads in a Duffel Bag,-0.3945,-2.7858,-0.8036,0.6625,0.1731,-0.3587,0.0917
2209,3548,Elegy,-0.9008,0.8295,1.4561,-0.3348,0.584,0.735,-0.0829
2210,3549,The Jane Austen Book Club,-0.6006,0.0223,0.8333,-0.7135,0.5553,1.0574,0.5171
2211,3551,Cats Dont Dance,-0.7129,0.0889,-0.6304,0.4026,1.2966,1.2351,0.2158
2212,3555,The Brothers Bloom,-0.7762,0.0166,0.7413,-0.3608,1.9051,-0.2209,0.1261
2213,3556,Things Change,-0.8268,0.8959,-1.5356,-0.08,0.5858,0.8692,-0.5637
2214,3559,The Good Thief,-0.6388,0.8721,0.6415,-1.3199,0.8285,-1.8032,-0.5026
2215,3560,Happy-Go-Lucky,-0.9415,1.7878,1.4729,-0.3396,0.1307,0.0171,-0.1957
2216,3561,Feast of Love,-0.4438,-0.0022,0.6563,-1.1467,0.1318,0.4169,0.0508
2217,3565,Talk Radio,-0.6497,0.9059,-1.8661,-0.3854,-0.2233,-0.2517,-1.6969
2218,3566,Days of Heaven,-0.6486,0.6666,-1.9101,1.6952,-0.3187,0.4352,1.285
2219,3569,The Ultimate Gift,-0.703,-0.374,0.2727,-0.013,0.5433,1.4509,-0.2863
2220,3572,"Next Stop, Wonderland",-0.7711,0.3684,-0.2429,0.8636,-0.7722,-0.3952,0.931
2221,3577,Blindness,-0.4507,-0.2453,0.6785,-0.9645,0.4737,0.2916,0.6349
2222,3578,Venus,-0.934,0.8931,1.5348,1.1985,-0.4908,-0.3429,0.9685
2223,3580,Harsh Times,-0.4646,-0.3968,0.3628,-0.7552,1.4864,-0.0394,0.7271
2224,3583,Carpool,-0.5788,-2.0823,-0.7881,1.0478,-0.4942,0.2605,-0.463
2225,3595,You Will Meet a Tall Dark Stranger,-0.7268,0.6049,0.222,-0.6585,-2.5461,-3.8234,-1.8166
2226,3596,Catfish,-0.7788,0.0978,1.1869,1.23,-0.7799,-0.0082,0.4193
2227,3598,Pi,-0.445,0.5191,-0.5684,0.6012,1.5965,-2.192,2.4045
2228,3599,Anything Else,-0.4518,0.6033,-0.4269,-2.6855,-2.1212,-2.2562,-2.0488
2229,3602,Another Year,-0.9612,1.6211,1.5186,-0.6398,-0.2284,0.0001,0.4343
2230,3603,The Limey,-0.7163,1.1939,-0.1132,-0.3428,-1.5142,-2.9522,0.0211
2231,3604,The Skin I Live In,-0.7006,1.1295,1.0881,-1.202,-0.2969,-0.9571,-0.4728
2232,3605,Silent Fall,-0.5603,0.2091,-1.1082,-0.1201,2.1617,0.3044,0.7081
2233,3606,Grizzly Man,-0.8747,1.6916,1.0929,-0.731,-0.0171,0.3901,0.075
2234,3607,Resurrecting the Champ,-0.5462,-0.5025,0.4489,-0.8498,-0.2017,0.8608,-0.481
2235,3612,"Steal Big, Steal Little",-0.4792,0.3776,-1.2621,0.0982,0.1596,0.3608,-0.5722
2236,3613,Two Lovers,-0.8646,0.6092,1.4671,-0.3005,0.9834,0.1882,-0.4479
2237,3616,Mr. Wonderful,-0.7018,0.5329,-0.9952,1.6438,-0.3388,-0.3196,0.5946
2238,3619,Capturing the Friedmans,-0.9173,1.6745,1.6698,-0.4721,0.3434,0.8372,0.544
2239,3623,Death and the Maiden,-0.7861,1.2429,-0.9392,-0.6805,0.5052,0.0581,0.1781
2240,3628,The Ex,-0.62,-1.2119,0.4513,0.512,-0.8307,-0.2862,0.3663
2241,3629,Paid in Full,-0.7012,-0.6071,-0.06,1.0456,0.2005,-0.7366,0.6414
2242,3632,Chloe,-0.836,-0.6562,1.1417,0.4878,-1.1853,-0.0078,0.8061
2243,3633,Messenger of Death,-0.9123,0.1089,-1.1031,1.8955,0.1391,0.6248,0.7867
2244,3634,The Public Eye,-0.6616,-0.2644,-1.2005,1.5392,1.2962,-0.8506,1.5248
2245,3635,Hedwig and the Angry Inch,-0.9508,1.1031,0.7903,1.1834,-0.1454,-0.5506,1.4138
2246,3640,The Golden Bowl,-0.9242,0.9602,0.6576,-0.6259,-1.0992,-0.2134,-1.5681
2247,3641,Heavenly Creatures,-0.4453,0.7618,-1.3688,1.5936,-0.6374,-0.5641,0.6868
2248,3646,From Prada to Nada,-0.8004,-1.3024,0.2646,-0.1763,0.9136,1.2019,-1.0743
2249,3647,Melancholia,-0.7795,0.681,1.4982,-0.7837,-0.406,-0.063,-0.2638
2250,3649,The Last Days of Disco,-0.8018,1.2243,0.2705,-0.1421,0.3573,1.5663,0.8778
2251,3651,Basquiat,-0.787,0.9277,-0.3116,-0.3595,0.2462,1.0558,0.0886
2252,3657,Gracie,-0.7674,-0.6154,0.3433,0.5668,-1.3553,0.1608,0.8744
2253,3661,Choke,-0.795,-0.9844,0.7557,0.8304,-0.9056,0.402,0.3027
2254,3663,Waiting for Guffman,-0.9171,0.8631,-0.2817,0.9605,-0.4778,0.03,1.6601
2255,3665,Tsotsi,-0.7569,0.4445,1.5335,1.1855,-0.3031,-0.9104,0.2437
2256,3666,Cradle Will Rock,-0.9486,0.9553,1.0629,-0.1054,0.0388,1.2797,-0.5598
2257,3667,Waking Life,-0.867,1.2391,0.6302,0.5745,-0.9278,-2.0393,0.2217
2258,3668,Tadpole,-0.8248,0.2379,0.8739,0.8471,-0.4529,-0.7059,-0.0056
2259,3670,Modern Romance,-0.9048,0.304,-1.9333,1.6625,-0.1981,0.219,0.536
2260,3674,Running on Empty,-0.8764,0.7274,-1.3427,0.3377,0.8409,1.269,-0.0787
2261,3675,Reservoir Dogs,-0.6465,1.2171,-0.8117,0.7464,-0.0613,-1.4456,2.1189
2262,3677,Newsies,-0.5449,-0.1458,-0.7616,-0.0096,0.3097,1.1139,-0.0147
2263,3678,The Hudsucker Proxy,-0.6234,1.1187,-0.9645,-0.9071,-0.9289,-0.136,-1.3017
2264,3682,Happiness,-0.7463,1.21,0.2089,-0.4603,-0.4283,0.7887,0.5008
2265,3683,In the Company of Men,-0.725,0.708,-0.2246,0.7676,-1.3445,-0.3511,0.7678
2266,3685,Fast Forward,-0.7327,0.4056,-1.4494,0.4353,1.0058,1.6682,-0.0087
2267,3694,Shadows and Fog,-0.7387,0.8976,-2.2831,0.0042,-1.3649,-3.3226,-1.1669
2268,3695,Cheri,-0.8697,0.7563,-0.3063,-0.5502,0.4395,-0.317,-1.0286
2269,3697,Everything Must Go,-0.8762,0.2999,1.445,-0.9535,-0.0741,1.4058,0.4739
2270,3699,The Way Back,-0.4938,0.8459,1.0053,-1.0928,-0.7217,0.0227,-0.1382
2271,3700,Half Nelson,-1.0631,1.7267,1.5853,0.1457,1.073,0.5478,0.0533
2272,3706,Easy Virtue,-0.9483,-0.6174,0.9775,1.2276,-0.7275,-0.1058,-0.4793
2273,3714,House of Games,-0.8506,0.9193,-1.5969,-0.0411,0.5865,0.8613,-0.5671
2274,3717,It Came From Hollywood,-0.8841,0.1986,-1.5336,1.7761,0.1781,0.863,0.8812
2275,3723,Carnage,-0.7789,0.644,1.5394,0.0712,-1.4134,-1.4527,-0.1041
2276,3725,Sin Nombre,-0.887,0.8024,1.1238,1.3334,1.3247,-1.702,1.648
2277,3727,Bucky Larson: Born to Be a Star,-0.5847,-3.0768,-0.0673,0.7067,-0.9133,0.0347,-0.9374
2278,3728,Pieces of April,-1.1858,0.5387,1.3679,1.3362,-0.4254,-0.0886,0.1356
2279,3731,Full Frontal,-0.6433,0.7522,0.0516,-2.0566,-1.421,-1.4754,-1.3427
2280,3734,Red Rock West,-0.8236,0.0932,-1.4037,1.2023,0.8005,-1.2505,1.473
2281,3736,The Stepfather,-0.7555,0.0289,-1.8115,1.2307,0.7168,-0.9743,1.0182
2282,3739,The Lost City,-1.0421,-0.7911,0.7044,0.0084,-0.4746,1.6308,-0.8624
2283,3740,My One and Only,-0.965,-0.2963,1.0695,1.304,-0.5556,-0.1111,-0.4664
2284,3741,Jefferson in Paris,-0.796,0.5503,-0.6859,-0.5343,-1.4311,0.4945,-1.3372
2285,3745,My Beautiful Laundrette,-0.5559,0.6663,-1.8989,1.0465,-0.9021,-0.9209,0.5303
2286,3748,Maurice,-0.8025,1.1854,-1.5313,-0.1214,-0.2124,0.0346,-0.4784
2287,3751,Never Let Me Go,-0.8635,0.6021,1.6791,-0.6074,1.0937,0.1012,0.1526
2288,3755,You Kill Me,-0.7098,0.1025,0.5211,0.5411,0.228,-1.6964,1.0935
2289,3761,BloodRayne,-0.5772,-2.8984,-0.5734,0.6067,0.5078,-1.2108,-0.4234
2290,3765,The Evil Dead,-0.2704,0.5348,-2.1606,1.2538,-0.9428,-0.3419,0.3253
2291,3766,Kalifornia,-0.4068,-0.9728,-0.9587,-0.3604,1.6756,-0.1192,-0.5332
2292,3771,Princess Mononoke,-0.7323,1.6481,0.7982,0.1484,0.873,0.0083,0.4231
2293,3773,Redbelt,-0.5778,0.2425,0.6045,-0.1136,-0.7075,-1.6912,1.9803
2294,3774,Double Dragon,-0.6349,-0.2876,-0.9765,1.5177,1.4058,-0.78,1.7527
2295,3775,Layer Cake,-0.567,0.8285,0.8087,-0.4932,1.7421,-0.6056,0.2987
2296,3778,"White Hunter, Black Heart",-0.5828,1.4078,-2.2417,-0.9628,-0.5053,-1.5939,-1.8121
2297,3786,The Company,-0.963,1.1159,1.0464,-0.6107,-0.0527,-0.0089,-0.7357
2298,3794,Bamboozled,-0.7153,0.477,0.2714,-1.0363,-0.6082,-1.2626,-1.4973
2299,3795,The Fall,-0.5481,-0.1498,0.4967,-0.3525,2.0851,-0.8859,-0.0646
2300,3797,DysFunKtional Family,-0.6777,-0.6458,0.2793,0.7446,-0.7632,-0.1345,0.1295
2301,3798,The Illusionist,-1.0121,1.3695,1.8265,0.8995,0.0527,-0.789,1.7308
2302,3799,Rabbit Hole,-1.0754,0.8063,1.8362,0.7812,-0.8135,-0.4734,1.1271
2303,3800,Perfume - The Story of a Murderer,-0.533,0.3763,0.9911,-0.1231,1.6233,-1.7471,-0.6627
2304,3801,The White Ribbon,-0.9435,0.9372,1.5443,-0.2703,0.3164,-0.1927,0.1375
2305,3802,Shattered Glass,-0.8778,1.1867,1.4179,-0.3786,0.5712,0.7352,0.0325
2306,3803,Transsiberian,-0.8701,0.4243,0.6015,-0.1974,2.1876,-1.0009,-0.5189
2307,3810,The Impostors,-0.8827,0.6767,-0.5421,0.2548,0.7447,1.7803,-0.0867
2308,3811,Wild Bill,-0.7237,0.3595,-1.2375,-0.1549,-0.1652,0.5804,-1.3154
2309,3813,Bird,-0.6149,1.8086,-1.8845,-0.6534,-1.4776,-1.5834,-1.3004
2310,3822,Mallrats,-0.6006,-0.5527,-0.7759,0.7406,-1.0406,-0.8481,-0.2543
2311,3823,Let the Right One In,-0.9775,1.5205,1.4556,0.2242,1.3739,0.2361,0.1914
2312,3828,The Sea Inside,-0.7719,0.8978,1.2094,-0.2447,0.5861,0.0912,-0.1515
2313,3834,Oliver Twist,-0.5377,0.9896,0.9349,-0.9299,-1.1866,0.1103,-0.6843
2314,3835,Shallow Grave,-0.6728,0.6022,-0.8983,0.4957,0.1175,-1.7723,1.687
2315,3837,Brick,-0.867,0.5574,1.1332,-0.3037,1.3181,0.1666,0.026
2316,3842,Auto Focus,-0.8615,0.6954,1.077,-0.8268,0.0388,0.2812,-0.6745
2317,3848,Big Bully,-0.7773,-0.0536,-0.6407,1.7348,0.1313,0.2384,0.6834
2318,3849,El Mariachi,-0.4963,0.659,-1.6158,0.5074,0.1407,-2.2769,0.5646
2319,3852,"I Love You, Phillip Morris",-0.749,0.3948,1.3174,-0.6442,0.5775,0.7051,0.0485
2320,3854,The Trip,-0.6937,1.2325,1.4776,-1.8631,-0.6979,-1.4666,-0.8801
2321,3858,Surviving Picasso,-0.8807,0.8088,-0.6958,-0.6178,-1.197,0.6301,-1.0102
2322,3863,Footnote,-1.024,0.954,1.68,0.0799,1.454,0.3018,-0.4022
2323,3864,Titus,-0.9346,0.0011,0.8495,0.3182,0.8592,-0.5614,-0.9249
2324,3870,Our Winning Season,-0.6016,0.186,-2.1683,1.5209,-0.5765,0.3545,0.649
2325,3871,Shortbus,-0.9489,0.639,1.0442,-0.2009,1.1587,0.2846,-0.5141
2326,3872,High Art,-0.7416,0.888,-0.2264,-0.2953,0.91,1.0132,0.4968
2327,3873,Margot at the Wedding,-0.9422,0.6025,1.4693,0.7425,-1.0156,-0.7092,0.4211
2328,3875,Race the Sun,-0.6852,-0.261,-0.7952,1.6135,0.8803,-0.3709,1.494
2329,3880,The Tenant,-0.6336,0.8065,-2.3683,1.2182,-0.7849,-0.2171,0.5461
2330,3882,The Proposition,-1.125,0.2825,0.4463,0.6653,1.416,0.9864,-1.2943
2331,3884,A Sound of Thunder,-0.1951,-1.333,-0.147,-1.2502,1.3603,-1.2271,-1.3078
2332,3886,Oscar and Lucinda,-0.6828,0.6005,-0.1471,-0.2865,0.3783,0.6248,0.4617
2333,3889,Bitter Moon,-0.7827,0.8706,-1.3184,0.0555,0.3883,-0.0603,-0.3302
2334,3890,Rich Kids,-0.9299,0.5926,-1.8088,0.496,1.2467,1.9604,-0.0011
2335,3891,Roman de Gare,-1.0956,0.8797,1.8287,0.2734,1.6948,0.1655,-0.82
2336,3897,Henry Poole Is Here,-0.6566,-0.4843,0.4843,-0.7998,0.48,0.6105,-0.6259
2337,3898,The Wind That Shakes the Barley,-1.0017,1.3047,1.5148,0.095,0.1016,1.0631,0.0136
2338,3903,Kinky Boots,-0.9349,0.0864,1.233,-0.185,0.5033,0.8814,-1.0673
2339,3907,Stone,-0.8954,0.2797,1.3506,-0.5475,1.1637,-0.0393,-0.2804
2340,3911,Delicatessen,-0.7914,0.1942,-0.8313,1.1824,-0.5084,-0.2644,0.7861
2341,3912,Clay Pigeons,-0.3064,-0.3632,-0.5144,-0.8007,1.0001,0.0572,-0.1904
2342,3913,Somewhere,-0.9486,0.5797,1.5971,0.6062,-1.3192,-0.4173,1.0552
2343,3918,Holy Smoke,-0.9717,0.741,1.0618,0.0917,0.6637,0.1132,-1.4838
2344,3920,A Better Life,-0.738,0.0847,1.215,0.9834,-1.2601,-0.6481,-0.1439
2345,3922,Flipped,-0.6849,-0.2166,0.5476,0.4584,-1.2185,-1.3057,-0.3846
2346,3926,Heat and Dust,-0.5847,0.7007,-2.0697,0.3685,-0.5553,-0.0812,-0.1643
2347,3928,We Need to Talk About Kevin,-0.7981,0.6953,1.8493,-0.5928,2.0249,-1.1518,0.249
2348,3929,City of Lost Children,-0.9463,0.4604,-1.0471,-0.0074,0.7701,0.9988,-0.0261
2349,3932,Take Shelter,-1.1406,1.4999,1.9512,-0.0881,0.607,0.5428,0.4437
2350,3935,Every Little Step,-1.0045,0.5829,1.2448,1.3013,-0.5711,-0.2671,0.5779
2351,3938,Mrs. Palfrey at the Claremont,-1.352,0.6845,1.1351,0.5057,1.0485,0.7904,-1.3646
2352,3939,Live Flesh,-0.4301,1.1323,-0.6448,-1.0474,-0.1394,-0.0561,0.0467
2353,3942,High Heels,-0.7414,0.7998,-1.2402,-0.6823,0.0406,-0.1792,-0.8027
2354,3948,Bad Lieutenant: Port of Call New Orleans,-0.9161,0.6008,0.0072,-0.0596,1.3657,-0.4106,-0.1591
2355,3954,The Gingerbread Man,-0.556,0.743,-0.7062,-0.6868,1.3585,-0.673,0.5229
2356,3955,Factory Girl,-0.7384,-0.6123,0.4114,0.5603,-1.0721,-0.0121,0.3872
2357,3956,The White Countess,-0.9039,0.8568,0.8652,-0.6985,-1.1515,-0.2467,-1.5051
2358,3957,Summer Hours,-0.9812,0.7441,1.3488,1.2902,-0.0576,-0.7875,0.9309
2359,3966,Camp,-0.8737,0.0297,1.0535,-0.3151,0.7784,0.2562,-0.9065
2360,3972,It Might Get Loud,-0.9843,-0.0372,1.1311,1.2098,-0.7344,-0.3807,-0.0927
2361,3973,Once Were Warriors,-0.4345,0.0134,-1.2694,-0.1541,0.1089,1.3332,-0.7191
2362,3975,Your Sisters Sister,-1.1089,-0.0331,0.6458,1.7381,-0.1244,-0.0524,-0.1331
2363,3977,I Am,-0.6704,-0.8291,0.8528,1.5546,-0.8674,-0.9425,-2.4614
2364,3979,Nicholas Nickleby,-1.0874,0.5989,1.4219,0.2043,-0.0574,0.6704,-1.4275
2365,3986,Veronica Guerin,-0.563,-0.267,-0.2217,-0.2542,-1.7414,-2.199,-0.5009
2366,3987,Girlfight,-0.8651,0.6008,1.1059,-0.4717,0.2725,0.9375,-0.2056
2367,3988,Another Woman,-0.7676,1.1117,-2.4239,0.119,-2.1267,-2.5083,-1.6481
2368,3991,"Truly, Madly, Deeply",-0.6606,1.2411,-0.9341,-0.1492,0.6609,0.7651,0.1988
2369,3995,Year of the Dog,-1.015,0.3388,1.3299,1.3257,-0.3181,-0.22,0.6818
2370,3997,Dogville,-1.0447,0.4962,1.3444,-0.2272,-1.2544,0.1244,-0.7329
2371,4000,Trust the Man,-0.8692,-0.8059,0.8392,-0.3407,0.9147,0.8571,-1.148
2372,4004,Leaving Normal,-0.6718,0.5982,-1.4345,-0.004,-0.0684,1.0245,-1.0179
2373,4007,Night Watch,-0.7625,0.3432,1.278,-0.1956,0.7545,0.0069,-1.0811
2374,4013,Che,-0.8781,1.0328,0.4637,-0.08,-2.2195,-1.5085,-2.0904
2375,4030,The Kid Stays in the Picture,-1.012,0.8702,1.055,1.1481,-0.6962,-0.3919,0.5764
2376,4031,The Man from Elysian Fields,-0.9799,0.0753,0.9963,-0.289,0.5411,0.4812,-1.407
2377,4032,No End in Sight,-1.0065,1.98,1.7733,0.1452,0.9818,0.6796,0.0709
2378,4035,My Best Friend,-0.9817,0.265,1.1922,1.3604,0.1397,-0.4888,0.7407
2379,4039,Marley,-0.8538,1.1178,0.997,-0.2253,-0.2791,0.1927,0.076
2380,4052,The Devils Double,-0.8276,-0.1846,1.0324,-0.6021,-0.0633,0.2456,-1.6118
2381,4053,Spanking the Monkey,-0.8954,1.0401,-0.716,-0.1883,0.0966,1.5261,0.0806
2382,4057,Tumbleweeds,-0.8279,1.0866,0.9966,-0.2731,0.3586,0.7829,-0.6648
2383,4058,Snow Flower and the Secret Fan,-0.9451,-0.2232,1.1523,-0.4715,-0.852,1.1251,-1.3723
2384,4062,Henry Fool,-0.8021,0.5393,0.0558,-0.025,0.0244,1.3775,0.41
2385,4068,Thumbsucker,-1.0279,0.6922,1.5099,1.2075,-0.5439,-0.3695,0.6143
2386,4071,Another Earth,-0.984,0.2872,1.8102,1.0923,-0.3916,-0.3429,0.641
2387,4073,Hearts of Darkness,-0.9511,-0.0495,-1.1739,1.6694,-0.5863,0.5638,0.2729
2388,4076,Happy Endings,-0.7486,-0.057,0.8503,-0.6183,0.2354,0.2652,-0.318
2389,4080,The Good German,-0.7239,0.8646,0.5785,-1.5172,-1.6905,-1.0967,-2.6092
2390,4086,Funny Games,-0.596,-0.2122,0.6932,-1.1428,1.3131,-0.7691,0.1004
2391,4094,The Road Home,-0.4883,0.6364,-0.0343,0.2194,-1.2009,-0.8806,1.4028
2392,4101,Micmacs,-0.801,0.4858,1.5087,-0.5935,0.7044,-0.1338,-0.8382
2393,4104,Tristram Shandy: A Cock and Bull Story,-0.9332,1.2174,0.9819,0.3213,-1.1418,-2.4873,-0.5046
2394,4110,The Comfort of Strangers,-0.8882,0.5874,-1.3044,0.097,0.5222,1.2395,-0.577
2395,4111,Take This Waltz,-1.0529,0.5318,0.7116,0.4841,1.1399,0.8796,-0.4994
2396,4126,The Thin Blue Line,-0.9003,1.6542,-0.9854,-0.0204,0.3861,1.2805,0.2068
2397,4128,Equilibrium,-0.4404,-2.0883,-0.2761,-1.0158,2.5472,-0.8679,-0.3171
2398,4129,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",-1.0452,-0.1651,0.6357,2.0076,-0.008,0.2386,0.0374
2399,4130,Flawless,-0.7642,-0.238,0.5128,-0.4957,2.2476,-0.7171,-0.3782
2400,4134,High Hopes,-0.8858,1.311,-1.3461,0.0963,0.6905,0.7801,-0.0754
2401,4136,Me and Orson Welles,-0.903,1.2949,1.1725,-0.9462,-0.3044,-0.6265,-1.1125
